"phylum","class","order","family","genus","species","body_mass_kg","brain_mass_kg","brain_body_ratio"
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dendrolagus","Dendrolagus ursinus",5.009,0.0272468,0.00543956877620284
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsis","Dorcopsis atrata",6.333,0.0173012,0.00273191220590557
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsis","Dorcopsis hageni",6.43,0.02331,0.00362519440124417
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsis","Dorcopsis luctuosa",7.392,0.0213416,0.00288712121212121
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsis","Dorcopsis muelleri",5.4,0.0211344,0.00391377777777778
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsulus","Dorcopsulus macleayi",2.5,0.013986,0.0055944
"Chordata","Mammalia","Diprotodontia","Macropodidae","Dorcopsulus","Dorcopsulus vanheurni",1.546,0.0122248,0.00790737386804657
"Chordata","Mammalia","Diprotodontia","Macropodidae","Lagorchestes","Lagorchestes conspicillatus",2.015,0.014504,0.00719801488833747
"Chordata","Mammalia","Diprotodontia","Macropodidae","Lagorchestes","Lagorchestes hirsutus",1.05,0.00804972,0.0076664
"Chordata","Mammalia","Diprotodontia","Macropodidae","Lagorchestes","Lagorchestes leporides",1.598,0.0130536,0.00816871088861076
"Chordata","Mammalia","Diprotodontia","Macropodidae","Lagostrophus","Lagostrophus fasciatus",0.773,0.007252,0.00938163001293661
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus agilis",14.066,0.0344988,0.00245263756576141
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus antilopinus",31.286,0.0588448,0.00188086684139871
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus dorsalis",8.728,0.0302512,0.0034659945004583
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus eugenii",4.425,0.0245532,0.00554874576271186
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus fuliginosus",31.04,0.060088,0.00193582474226804
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus giganteus",38.977,0.0723128,0.00185526849167458
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus greyi",9.016,0.0259,0.00287267080745342
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus irma",4.684,0.0255892,0.00546310845431255
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus parma",3.6585,0.0183866,0.0050370797169501
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus parryi",15.194,0.0427868,0.00281603264446492
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus robustus",35.54,0.061124,0.00171986494091165
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus rufogriseus",12.09,0.037296,0.0030848635235732
"Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus rufus",44.841,0.0646464,0.00144168060480364
"Chordata","Mammalia","Diprotodontia","Macropodidae","Onychogalea","Onychogalea fraenata",2.4585,0.0143646,0.00689598904131978
"Chordata","Mammalia","Diprotodontia","Macropodidae","Onychogalea","Onychogalea lunata",1.313,0.0105672,0.00804813404417365
"Chordata","Mammalia","Diprotodontia","Macropodidae","Onychogalea","Onychogalea unguifera",5.242,0.0173012,0.00330049599389546
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale assimilis",2.765,0.01813,0.00655696202531646
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale brachyotis",2.494,0.01554,0.00623095429029671
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale concinna",1.407,0.011396,0.00809950248756219
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale godmani",3.276,0.018648,0.00569230769230769
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale herberti",3.977,0.0219632,0.00552255468946442
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale inornata",2.262,0.017612,0.00778603006189213
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale lateralis",3.61,0.0198912,0.00551002770083103
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale mareeba",3.186,0.017612,0.00552793471437539
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale penicillata",5.99,0.0247604,0.00413362270450751
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale persephone",5.732,0.022274,0.00388590369853454
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale venusta",2.127,0.017094,0.00803667136812412
"Chordata","Mammalia","Diprotodontia","Macropodidae","Petrogale","Petrogale xanthopus",4.65,0.023828,0.00512430107526882
"Chordata","Mammalia","Diprotodontia","Macropodidae","Setonix","Setonix brachyurus",1.931,0.0144004,0.00745748316934231
"Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","Thylogale billardieri",3.618,0.0228956,0.00632824765063571
"Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","Thylogale browni",3.742,0.0189588,0.00506648850881881
"Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","Thylogale brunii",5,0.01813,0.003626
"Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","Thylogale stigmatica",4.416,0.0184408,0.00417590579710145
"Chordata","Mammalia","Diprotodontia","Macropodidae","Thylogale","Thylogale thetis",3.694,0.0198912,0.00538473199783433
"Chordata","Mammalia","Diprotodontia","Macropodidae","Wallabia","Wallabia bicolor",12.6745,0.0333922,0.00290132042277513
"Chordata","Mammalia","Diprotodontia","Petauridae","Dactylonax","Dactylonax palpator",0.474,0.00715876,0.0151028691983122
"Chordata","Mammalia","Diprotodontia","Petauridae","Dactylonax","Dactylonax tatei",0.252,0.0046102,0.0182944444444444
"Chordata","Mammalia","Diprotodontia","Petauridae","Dactylonax","Dactylonax trivirgata",0.506,0.00603988,0.0119365217391304
"Chordata","Mammalia","Diprotodontia","Petauridae","Gymnobelideus","Gymnobelideus leadbeateri",0.0905,0.0029526,0.0326254143646409
"Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus abidi",0.284,0.00396788,0.0139714084507042
"Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus australis",0.39,0.00591556,0.0151681025641026
"Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus biacensis",0.0845,0.00174048,0.0205973964497041
"Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus breviceps",0.0891,0.00216524,0.0243012345679012
"Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus norfolcensis",0.191,0.00312872,0.0163807329842932
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger carmelitae",1.754,0.00879564,0.00501461801596351
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger gymnotis",3.264,0.013468,0.00412622549019608
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger intercastellanus",1.434,0.0076146,0.00531004184100418
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger lullulae",1.4,0.00630924,0.0045066
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger mimicus",1.473,0.0092204,0.00625960624575696
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger orientalis",1.485,0.00763532,0.00514162962962963
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger ornatus",1.448,0.00727272,0.00502259668508287
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger rothschildi",1.244,0.00636104,0.00511337620578778
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger sericeus",1.896,0.01031856,0.00544227848101266
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Phalanger","Phalanger vestitus",1.85,0.00988344,0.0053424
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Spilocuscus","Spilocuscus kraemeri",1.547,0.011914,0.00770135746606335
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Spilocuscus","Spilocuscus maculatus",3.127,0.0138824,0.00443952670291014
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Spilocuscus","Spilocuscus rufoniger",6.181,0.0174048,0.0028158550396376
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Strigocuscus","Strigocuscus pelengensis",0.991,0.00644392,0.0065024419778002
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus caninus",2.515,0.0122248,0.00486075546719682
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus fuliginosus",3.492,0.012432,0.00356013745704467
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula",1.761,0.011398,0.0065143124196752
"Chordata","Mammalia","Diprotodontia","Phalangeridae","Wyulda","Wyulda squamicaudata",1.5,0.0104636,0.00697573333333333
"Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5.888,0.0209272,0.00355421195652174
"Chordata","Mammalia","Diprotodontia","Potoroidae","Aepyprymnus","Aepyprymnus rufescens",1.693,0.0127428,0.00752675723567631
"Chordata","Mammalia","Diprotodontia","Potoroidae","Bettongia","Bettongia gaimardi",1.273,0.0121212,0.00952175962293794
"Chordata","Mammalia","Diprotodontia","Potoroidae","Bettongia","Bettongia lesueur",1.105,0.010878,0.00984434389140272
"Chordata","Mammalia","Diprotodontia","Potoroidae","Bettongia","Bettongia penicillata",0.981,0.00990416,0.0100959836901121
"Chordata","Mammalia","Diprotodontia","Potoroidae","Bettongia","Bettongia tropica",1.015,0.00924112,0.00910455172413793
"Chordata","Mammalia","Diprotodontia","Potoroidae","Potorous","Potorous platyops",0.8,0.0065268,0.0081585
"Chordata","Mammalia","Diprotodontia","Potoroidae","Potorous","Potorous tridactylus",1.283,0.00987308,0.00769530787217459
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Hemibelideus","Hemibelideus lemuroides",0.496,0.0032634,0.00657943548387097
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Petauroides","Petauroides volans",0.7655,0.00503496,0.00682857901038915
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Petropseudes","Petropseudes dahli",2,0.005219368,0.002609684
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudocheirus","Pseudocheirus occidentalis",0.759,0.00578088,0.00761644268774704
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudocheirus","Pseudocheirus peregrinus",0.526,0.00468272,0.00890250950570342
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirops","Pseudochirops albertisii",0.713,0.00484848,0.00680011220196353
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirops","Pseudochirops archeri",0.678,0.00608132,0.00896949852507375
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirops","Pseudochirops corinnae",0.943,0.00555296,0.00588861081654295
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirops","Pseudochirops coronatus",1.5,0.00531468,0.00354312
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirops","Pseudochirops cupreus",1.021,0.00781144,0.00765077375122429
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","Pseudochirulus canescens",0.141,0.0018648,0.0132255319148936
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","Pseudochirulus caroli",0.44,0.0033152,0.00753454545454545
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","Pseudochirulus forbesi",0.523,0.00348096,0.0066557552581262
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","Pseudochirulus herbertensis",0.9,0.00447552,0.0049728
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","Pseudochirulus mayeri",0.125,0.00208236,0.01665888
"Chordata","Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","Pseudochirulus schlegeli",0.246,0.0029008,0.0117918699186992
"Chordata","Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","Tarsipes rostratus",0.009,0.00037296,0.04144
"Chordata","Mammalia","Diprotodontia","Vombatidae","Lasiorhinus","Lasiorhinus latifrons",19.264,0.057498,0.00298473837209302
"Chordata","Mammalia","Diprotodontia","Vombatidae","Vombatus","Vombatus ursinus",27.192,0.061124,0.00224786701971168
"Chordata","Mammalia","Eulipotyphla","Erinaceidae","Atelerix","Atelerix albiventris",0.28,0.00176,0.00628571428571429
"Chordata","Mammalia","Eulipotyphla","Erinaceidae","Echinosorex","Echinosorex gymnura",0.957,0.0055,0.00574712643678161
"Chordata","Mammalia","Eulipotyphla","Erinaceidae","Erinaceus","Erinaceus europaeus",0.7227,0.003655,0.00540442686439731
"Chordata","Mammalia","Eulipotyphla","Erinaceidae","Mesechinus","Mesechinus dauuricus",0.342,0.0029,0.00847953216374269
"Chordata","Mammalia","Eulipotyphla","Solenodontidae","Solenodon","Solenodon paradoxus",0.9,0.00467,0.00518888888888889
"Chordata","Mammalia","Eulipotyphla","Soricidae","Blarina","Blarina brevicauda",0.0178666666666667,0.000355433333333333,0.0199487012139407
"Chordata","Mammalia","Eulipotyphla","Soricidae","Crocidura","Crocidura giffardi",0.082,0.00055,0.00670731707317073
"Chordata","Mammalia","Eulipotyphla","Soricidae","Crocidura","Crocidura hildegardeae",0.0106,0.00022,0.0207547169811321
"Chordata","Mammalia","Eulipotyphla","Soricidae","Crocidura","Crocidura jacksoni",0.0126,0.00025,0.0198412698412698
"Chordata","Mammalia","Eulipotyphla","Soricidae","Crocidura","Crocidura niobe",0.0115,0.00028,0.0243478260869565
"Chordata","Mammalia","Eulipotyphla","Soricidae","Crocidura","Crocidura occidenlalis",0.028,0.00044,0.0157142857142857
"Chordata","Mammalia","Eulipotyphla","Soricidae","Crocidura","Crocidura pyrenaicus",0.0575,0.00133,0.0231304347826087
"Chordata","Mammalia","Eulipotyphla","Soricidae","Crocidura","Crocidura russula",0.011,0.00019,0.0172727272727273
"Chordata","Mammalia","Eulipotyphla","Soricidae","Neomys","Neomys fodiens",0.0152,0.00032,0.0210526315789474
"Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex","Sorex araneus",0.0103,2e-04,0.0194174757281553
"Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex","Sorex minutus",0.0053,1e-04,0.0188679245283019
"Chordata","Mammalia","Eulipotyphla","Soricidae","Suncus","Suncus murinus",0.0355,0.00038,0.0107042253521127
"Chordata","Mammalia","Eulipotyphla","Soricidae","Sylvisorex","Sylvisorex lunaris",0.0185,0.00034,0.0183783783783784
"Chordata","Mammalia","Eulipotyphla","Soricidae","Sylvisorex","Sylvisorex megalura",0.0053,0.00015,0.0283018867924528
"Chordata","Mammalia","Eulipotyphla","Talpidae","Scalopus","Scalopus aquaticus",0.0396,0.00116,0.0292929292929293
"Chordata","Mammalia","Eulipotyphla","Talpidae","Talpa","Talpa europaea",0.0765,0.00126,0.0164507860560492
"Chordata","Mammalia","Hyracoidea","Procaviidae","Procavia","Procavia capensis",1.26,0.0174,0.0175416666666667
"Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus arcticus",2.2705,0.01413,0.00640953525257839
"Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis",2.93,0.01023,0.00349146757679181
"Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus sp.",3.1335,0.010365,0.00339865769062705
"Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus","Oryctolagus cuniculus",1.89433333333333,0.0111166666666667,0.00804941135458469
"Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus gabbi",0.439,0.0045,0.010250569476082
"Chordata","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus fuscipes",0.057,0.00133,0.0233333333333333
"Chordata","Mammalia","Macroscelidea","Macroscelididae","Rhynchocyon","Rhynchocyon petersi",0.37,0.0054,0.0145945945945946
"Chordata","Mammalia","Macroscelidea","Macroscelididae","Rhynchocyon","Rhynchocyon stuhlmanni",0.49,0.0061,0.0124489795918367
"Chordata","Mammalia","Microbiotheria","Microbiotheriidae","Dromiciops","Dromiciops gliroides",0.0214,0.00083916,0.0392130841121495
"Chordata","Mammalia","Notoryctemorphia","Notoryctidae","Notoryctes","Notoryctes caurinus",0.055,0.00080808,0.0146923636363636
"Chordata","Mammalia","Paucituberculata","Caenolestidae","Caenolestes","Caenolestes fuliginosus",0.0179,0.00070448,0.0393564245810056
"Chordata","Mammalia","Paucituberculata","Caenolestidae","Rhyncholestes","Rhyncholestes raphanurus",0.02,0.0006734,0.03367
"Chordata","Mammalia","Peramelemorphia","Chaeropodidae","Chaeropus","Chaeropus ecaudatus",0.327,0.0024864,0.00760366972477064
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Echymipera","Echymipera clara",1.207,0.00464128,0.0038453024026512
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Echymipera","Echymipera kalubu",0.697,0.00380212,0.00545497847919656
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Echymipera","Echymipera rufescens",0.798,0.00386428,0.00484245614035088
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Isoodon","Isoodon macrourus",0.822,0.00457912,0.00557070559610706
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Isoodon","Isoodon obesulus",0.691,0.00403004,0.00583218523878437
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Microperoryctes","Microperoryctes longicauda",0.479,0.00394716,0.00824041753653445
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Perameles","Perameles bougainville",0.457,0.00332556,0.00727693654266958
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Perameles","Perameles gunnii",1.002,0.004662,0.00465269461077844
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Perameles","Perameles nasuta",0.96,0.00513856,0.00535266666666667
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Peroryctes","Peroryctes raffrayana",0.977,0.00655788,0.00671226202661208
"Chordata","Mammalia","Peramelemorphia","Peramelidae","Rhynchomeles","Rhynchomeles prattorum",0.907,0.0050764,0.00559691289966924
"Chordata","Mammalia","Peramelemorphia","Thylacomyidae","Macrotis","Macrotis lagotis",1.859,0.00680652,0.0036613878429263
"Chordata","Mammalia","Peramelemorphia","Thylacomyidae","Macrotis","Macrotis leucura",0.877,0.0044548,0.00507958950969213
"Chordata","Mammalia","Pholidota","Manidae","Manis","Manis pentadactyla",4.675,0.01764,0.00377326203208556
"Chordata","Mammalia","Pholidota","Manidae","Manis","Manis tricuspis",2.067,0.0093,0.00449927431059506
"Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus griseus",2.19683333333333,0.0150166666666667,0.00960935562357542
"Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus tridactylus",4.097,0.0249,0.00607761776909934
"Chordata","Mammalia","Pilosa","Megalonychidae","Choloepus","Choloepus hoffmanni",5.048,0.024535,0.00485699875061806
"Chordata","Mammalia","Pilosa","Myrmecophagidae","Tamanduas","Tamanduas tetradactyla",3.692,0.025,0.00677139761646804
"Chordata","Mammalia","Primates","Aotidae","Aotus","Aotus trivirgatus",0.61,0.0166333333333333,0.027827380952381
"Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta caraya",3.98375,0.04815,0.0127730926490879
"Chordata","Mammalia","Primates","Atelidae","Alouatta","Alouatta palliata",6.576625,0.0554458333333333,0.0088253269738927
"Chordata","Mammalia","Primates","Atelidae","Ateles","Ateles dariensis",8.89,0.1184,0.013318335208099
"Chordata","Mammalia","Primates","Atelidae","Ateles","Ateles geoffroyi",2.84085714285714,0.0961857142857143,0.0381220175267975
"Chordata","Mammalia","Primates","Atelidae","Ateles","Ateles paniscus",3.43,0.10896,0.0375994315334063
"Chordata","Mammalia","Primates","Atelidae","Lagothrix","Lagothrix lagothricha",3.905,0.08935,0.0263311712517707
"Chordata","Mammalia","Primates","Callitrichidae","Saguinus","Saguinus oedipus",0.37,0.00945,0.0255405405405405
"Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix jacchus",0.204857142857143,0.00771428571428571,0.0383817394163645
"Chordata","Mammalia","Primates","Cebidae","Callithrix","Callithrix pygmaea",0.13475,0.00464,0.0344341372912801
"Chordata","Mammalia","Primates","Cebidae","Cebus","Cebus albifrons",1.62,0.06295,0.0390643375994466
"Chordata","Mammalia","Primates","Cebidae","Cebus","Cebus apella",2.29,0.0667,0.0300726010730598
"Chordata","Mammalia","Primates","Cebidae","Cebus","Cebus capucinus",2.50834,0.068356,0.0332407833480068
"Chordata","Mammalia","Primates","Cebidae","Cebus","Cebus olivaceus",1.262,0.0725,0.0574484944532488
"Chordata","Mammalia","Primates","Cebidae","Leontopithecus","Leontopithecus rosalia",0.45969,0.012875,0.0283366546999007
"Chordata","Mammalia","Primates","Cebidae","Midas","Midas ursulus",0.225,0.0084,0.0373333333333333
"Chordata","Mammalia","Primates","Cebidae","Saguinus","Saguinus geoffroyi",0.63467,0.01427,0.022484125608584
"Chordata","Mammalia","Primates","Cebidae","Saguinus","Saguinus oedipus",0.32714,0.00964,0.0294675062664303
"Chordata","Mammalia","Primates","Cebidae","Saimiri","Saimiri boliviensis",0.75,0.02406,0.03208
"Chordata","Mammalia","Primates","Cebidae","Saimiri","Saimiri oerstedii",0.705666666666667,0.0234,0.0340459036305568
"Chordata","Mammalia","Primates","Cebidae","Saimiri","Saimiri sciureus",0.498375,0.0232,0.0510423227313284
"Chordata","Mammalia","Primates","Cebidae","Sapajus","Sapajus libidinosus",2.5825,0.0771,0.0300541977975815
"Chordata","Mammalia","Primates","Cercopithecidae","Cercocebus","Cercocebus agilis",4.7,0.0953,0.0202765957446808
"Chordata","Mammalia","Primates","Cercopithecidae","Cercocebus","Cercocebus fuliginosus",3.9725,0.095275,0.0300266324530485
"Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus aethiops",3.955,0.06089,0.0153957016434893
"Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus callitrichus",3,0.0815,0.0271666666666667
"Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus cynosurus",2.92,0.072,0.0246575342465753
"Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus griseoviridis",1.908,0.06,0.0314465408805031
"Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus mitis",2.89,0.0594533333333333,0.0256866580941199
"Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus rufoviridis",2.05,0.051,0.0248780487804878
"Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus sabaeus",1.44,0.0748,0.0519444444444445
"Chordata","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus sp.",4.937,0.0607,0.0122949159408548
"Chordata","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus aethiops",4.225,0.0662,0.0166024072776504
"Chordata","Mammalia","Primates","Cercopithecidae","Colobus","Colobus angolensis",9.67,0.0744,0.00769389865563599
"Chordata","Mammalia","Primates","Cercopithecidae","Colobus","Colobus guereza",10.28125,0.0839,0.00816048632218845
"Chordata","Mammalia","Primates","Cercopithecidae","Erythrocebus","Erythrocebus patas",7.376,0.1002,0.0135845986984816
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca arctoides",7.63,0.1007,0.0132024680112401
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca assamensis",3.655,0.0905,0.0247606019151847
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fascicularis",2.66125,0.0678125,0.0311415103114621
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca leonina",2.05,0.09,0.0439024390243902
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca maura",6.846,0.09448,0.0138007595676307
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta",5.045,0.08795,0.0174339227840534
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca nemestrina",6.625,0.117,0.0176603773584906
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca pileatus",1.97,0.05815,0.0298732453383616
"Chordata","Mammalia","Primates","Cercopithecidae","Macaca","Macaca rhesus",2.303,0.0834857142857143,0.0391198396063355
"Chordata","Mammalia","Primates","Cercopithecidae","Macacus","Macacus mulatta",6.243,0.10295,0.0196732529684936
"Chordata","Mammalia","Primates","Cercopithecidae","Mandrillus","Mandrillus sphinx",11.5,0.1592,0.0138434782608696
"Chordata","Mammalia","Primates","Cercopithecidae","Papio","Papio anubis",14.48,0.16135,0.0111754129379169
"Chordata","Mammalia","Primates","Cercopithecidae","Papio","Papio cynocephalus",19.51,0.175,0.00896975909789851
"Chordata","Mammalia","Primates","Cercopithecidae","Semnopithecus","Semnopithecus entellus",5.705,0.10825,0.0198847425755414
"Chordata","Mammalia","Primates","Cercopithecidae","Trachypithecus","Trachypithecus francoisi",9.1,0.0944,0.0103736263736264
"Chordata","Mammalia","Primates","Cheirogaleidae","Cheirogaleus","Cheirogaleus major",0.45,0.0068,0.0151111111111111
"Chordata","Mammalia","Primates","Cheirogaleidae","Cheirogaleus","Cheirogaleus medius",0.178335,0.00324,0.0181648747751292
"Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus","Microcebus murinus",0.054,0.00178,0.032962962962963
"Chordata","Mammalia","Primates","Daubentoniidae","Daubentonia","Daubentonia madagascariensis",2.8,0.04515,0.016125
"Chordata","Mammalia","Primates","Galagidae","Galago","Galago senegalensis",0.2,0.005,0.025
"Chordata","Mammalia","Primates","Galagidae","Galagoides","Galagoides crassicaudatus",0.85,0.0103,0.0121176470588235
"Chordata","Mammalia","Primates","Galagidae","Galagoides","Galagoides demidovii",0.081,0.00338,0.0417283950617284
"Chordata","Mammalia","Primates","Galagidae","Galagoides","Galagoides senegalensis",0.186,0.0048,0.0258064516129032
"Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla",120.975,0.45455,0.00375738789005993
"Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens",60.2984963157895,1.31016921052632,0.0232194784424284
"Chordata","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",46.74079,0.3875775,0.00941860973281122
"Chordata","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus",54.22904,0.34199,0.00630639967072993
"Chordata","Mammalia","Primates","Hylobatidae","Hylobates","Hylobates muelleri",5.95488,0.09531,0.0160053603095276
"Chordata","Mammalia","Primates","Hylobatidae","Hylobates","Hylobates syndactylus",12.172,0.1348,0.0110745974367401
"Chordata","Mammalia","Primates","Indriidae","Avahi","Avahi laniger",1.27,0.01145,0.00901574803149606
"Chordata","Mammalia","Primates","Indriidae","Avahi","Avahi occidentalis",0.86,0.00967,0.0112441860465116
"Chordata","Mammalia","Primates","Indriidae","Indri","Indri indri",6.25,0.0383,0.006128
"Chordata","Mammalia","Primates","Indriidae","Propithecus","Propithecus coquereli",3.48,0.0267,0.00767241379310345
"Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur albifrons",1.54,0.0223,0.0144805194805195
"Chordata","Mammalia","Primates","Lemuridae","Eulemur","Eulemur catta",1.96,0.022,0.0112244897959184
